Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1989247,R & M GROCERY INC.,R & M GROCERY,2348437,Grocery Store,Risk 3 (Low),1948 N PULASKI RD ,CHICAGO,IL,60639,2/16/2017,Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED EVIDENCE OF APPX. 75 OR MORE RODENT DROPPINGS MIXED IN WITH DIRT UNDER,AROUND,ALONG WALL BASES OF SHELVING UNITS ON SALES FLOOR AND IN REAR FURNANCE AND HOT WATER TANK ROOM .ALSO APPX.15 OR MORE OPEN BAGS OF RODENT POISON ON FLOOR UNDER SHELVING UNITS AND IN FURNANCE ROOM.MUST REMOVE DROPPINGS AND POISON.CLEAN AND SANITIZE AREAS.RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 2/16/17(SERIOUS 7-38-020) | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST ELIMINATE CRATES AND PROVIDE SHELVING UNITS FOR FOOD STORAGE ON SALES FLOOR AND BOXES USED FOR GARBAGE AND PROVIDE GARBAGE CANS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN DIRT AND DUST BUILD UP FROM INTERIOR AND EXTERIOR OF ALL COOLERS,SERVICE COUNTER SHELVING UNITS,SALES FLOOR FOOD STORAGE SHELVES.MUST DEFROST ICE CREAM FREEZER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN DIRT AND TRASH FROM FLOOR UNDER,AROUND,ALONG WALL BASES ON SALES FLOOR AND FURNANCE ROOM.MUST MAKE FLOOR SMOOTH AND EASILY CLEANABLE UNDER HAND SINK AND MOPSINK IN REAR AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST SEAL HOLE IN LOWER WALL BASE UNDER MOPSINK AND AROUND PIPES LEADING INTO WALLS AND CEILINGS.MUST REPAIR OR REPLACE STAINED CEILING TILES ON SALES FLOOR. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ELEVATE,REMOVE AND ORGANIZE CLUTTER OFF OF FLOOR AND AWAY FROM WALLS IN FURNANCE ROOM.",41.91679008,-87.72669159,"(41.916790076742615, -87.72669159447179)"
1989242,POPEYE'S CHICKEN RESTAURANT,POPEYE'S CHICKEN RESTAURANT,10139,Restaurant,Risk 2 (Medium),616 E 103RD ST ,CHICAGO,IL,60628,2/16/2017,Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED RE-GROUTING THRU-OUT REAR DISH WASHING/PREP AREA.MUST REPAIR.",41.70750957,-87.60818282,"(41.70750956551268, -87.60818281887107)"
1989243,"ALBANY PARK COMMUNITY CENTER,INCORPORATED","ALBANY PARK COMMUNITY CENTER,INCORPORATED",2469556,Children's Services Facility,Risk 1 (High),5101-5121 N KIMBALL AVE ,CHICAGO,IL,60625,2/16/2017,License,Not Ready,,41.97401636,-87.71337241,"(41.974016360532154, -87.71337240729602)"
1989241,BRIDGEPORT COFFEE HOUSE INC,BRIDGEPORT COFFEE HOUSE,1492765,Restaurant,Risk 2 (Medium),3101 S MORGAN ST ,CHICAGO,IL,60608,2/16/2017,Complaint,Pass,"40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST PROVIDE VISIBLE THERMOMETERS INSIDE OF ALL OF THE COOLERS. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: THE ICE SCOOP IN THE BASEMENT MUST BE STORED IN A CLEAN CONTAINER WHEN NOT IN USE.",41.83794297,-87.65099272,"(41.83794296556336, -87.65099272245669)"
1989236,CATALPA CAFE,CATALPA KITCHEN,2379834,Restaurant,Risk 1 (High),2800 W LOGAN BLVD ,CHICAGO,IL,60647,2/16/2017,Canvass,Out of Business,,41.92857498,-87.69757835,"(41.928574981125955, -87.6975783536939)"
1989240,"11 DINING,  LLC",NORTHERN TRUST FOOD HALL,2476878,Restaurant,Risk 1 (High),50 S LA SALLE ST ,CHICAGO,IL,60603,2/16/2017,Canvass Re-Inspection,Pass,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: TAG REMOVED. COOLER IS NOW AT 39.7F. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: VIOLATION CORRECTED | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED ACCUMULATED ICE ON THE WALL INSIDE OF WALK IN COOLER #1. INSTRUCTED TO REMOVE ALL ACCUMULATED ICE. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  OBSERVED THE 1 COMPARTMENT SINK FAUCET BASE LEAKING IN THE MAIN KITCHEN AT THE COOKLINE AND IN THE FRONT PREP AREA AT THE COOKLINE. INSTRUCTED TO REPAIR AND MAINTAIN ALL PLUMBING. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED",41.8807051,-87.63247631,"(41.88070510431831, -87.63247630514623)"
1989238,ALBANY PARK COMMUNITY CENTER-HEADSTART,ALBANY PARK COMMUNITY CENTER-HEADSTART,2215518,Children's Services Facility,Risk 1 (High),5121 N KIMBALL AVE ,CHICAGO,IL,60625,2/16/2017,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 2 SETS OF FRONT ENTRANCE DOORS AND 1 REAR EXIT SOUTH GYM DOOR NOT RODENT-PROOFED,APPROXIMATELY 1/4' INCH MODE OF ENTRY AT BOTTOMS.INSTRUCTED MANAGEMENT TO MAKE DOORS TIGHT FITTING ALL ACROSS THE BOTTOMS TO PREVENT PEST-ENTRY AND MAINTAIN.
SERIOUS VIOLATION 7-38-020. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED MISSING DRAIN BOARD AT THE DISHWASHING 3 COMPARTMENT SINK.INSTRUCTED TO PROVIDE AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST ACCUMULATIONS ON VENTILATION COVERS THROUGHOUT THE TOILET ROOMS.INSTRUCTED TO REMOVE DUSTS ON VENTS AND MAINTAIN.
OBSERVED NOTICEABLE OPENINGS AROUND PLUMBING/ELECTRICAL PIPES AND CEILINGS IN CLASSROOM CLOSETS AND MOP SINK CLOSETS.INSTRUCTED TO SEAL NOTICEABLE OPENINGS WERE NOTED TO MANAGEMENT AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTERED CONDITIONS IN CLASSROOMS AND BASEMENT STORAGE AREAS.INSTRUCTED TO DETAIL CLEAN AND ORGANIZE AND REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND REMAINING ARTICLES MUST BE ELEVATED AT LEAST 6' INCHES OFF THE FLOOR AND AWAY FROM THE WALL. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: OBSERVED NO THERMOMETER INSIDE THE REFRIGERATOR INSIDE 2ND FLOOR CLASSROOM.INSTRUCTED TO PROVIDE AND MAINTAIN A VISIBLE THERMOMETER INSIDE COOLER.",41.9745634,-87.71338896,"(41.97456339585688, -87.71338895755336)"
1989233,MI TOCAYA,MI TOCAYA,2501099,Restaurant,Risk 3 (Low),2800 W LOGAN BLVD ,CHICAGO,IL,60647,2/16/2017,License,Pass,,41.92857498,-87.69757835,"(41.928574981125955, -87.6975783536939)"
1989231,MAXWELL STREET GRILL,MAXWELL STREET GRILL,1620442,Restaurant,Risk 1 (High),7901 S SOUTH CHICAGO AVE ,CHICAGO,IL,60617,2/16/2017,Canvass Re-Inspection,Pass,"22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: VIOLATION CORRECTED,CHEMICAL TEST STRIPS PROVIDED | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL COOKED FOOD PRODUCTS INSIDE THE WALK-IN COOLER,INSTRUCTED TO LABEL FOOD PODUCTS | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST REMOVE ICE BUILD-UP ON FLOOR INSIDE THE WALK-IN FEEZER IN REAR OF PREMISES,INSTRUCTED TO CLEAN AND MAINTAIN EQUIPMENT | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST REPLACE BURNED OUT BULB INSIDE THE WALK-IN FREEZER IN REAR OF PREMISES,INSTRUCTED TO REPLACE BULB",41.75150375,-87.58543744,"(41.75150374874277, -87.58543743694896)"
1989228,7-ELEVEN #33835H,7-ELEVEN #33835H,2501516,Grocery Store,Risk 3 (Low),2710 N LINCOLN AVE ,CHICAGO,IL,60614,2/16/2017,License,Fail,,41.93089694,-87.65659815,"(41.930896938615504, -87.65659815100933)"
1989229,"HOLLYWOOD FOOD MARKET, INC.","HOLLYWOOD FOOD MARKET, INC.",1964668,Restaurant,Risk 1 (High),606 E 79TH ST ,CHICAGO,IL,60619,2/16/2017,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 70 MOUSE DROPPINGS IN THE FOLLOWING AREAS:  ON THE FLOOR UNDERNEATH A SHELF STORING CANDY BEHIND THE FRONT SERVING COUNTER, ON A SHELF WHERE T SHIRTS ARE STORED BEHIND THE FRONT COUNTER, ON THE FLOOR BEHIND THE JUICE IN THE STORAGE ROOM AND UNDER SOME STORAGE SHELVES ON THE SELLING FLOOR; MUST CLEAN ALL AFFECTED AREAS.  RECOMMENDED THAT ORKIN SERVICE PRIOR TO REINSPECTION NEXT WEEK.
SERIOUS VIOLATION 7-38-020. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND MAINTAIN THE FOLLOWING:  STORAGE SHELVES, EXTERIOR SURFACES OF THE FRYERS AND GRILL TO REMOVE GREASE AND INTERIOR BOTTOM OF THE FRYERS TO REMOVE GREASE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS IN AREAS MENTIONED IN VIOLATION #18 ABOVE, CLEAN FLOOR BEHIND AND UNDER COOKING EQUIPMENT TO REMOVE EXCESSIVE GREASE.  CLEAN FLOORS ON SELLING FLOOR UNDERNEATH ALL STORAGE SHELVES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST ON THE CEILING VENTS THROUGHOUT THE STORE; CLEAN VENTS TO REMOVE DUST OBSERVED.
THE VENTS IN THE HOODED SYSTEM ABOVE THE COOKING EQUIPMENT NEED CLEANING; CLEAN VENTS ABOVE THE COOKING EQUIPMENT.
CLEAN WALLS AROUND AND BEHIND COOKING EQUIPMENT WHERE GREASE OBSERVED AND ALSO CLEAN THE CONNECTING PIPES TO THE COOKING EQUIPMENT LEADING INTO THE WALLS TO REMOVE GREASE. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: SOME REFRIGERATION UNITS OBSERVED WITHOUT THERMOMETERS; MUST PROVIDE THERMOMETERS WHERE NEEDED.",41.75131458,-87.60977387,"(41.75131457721044, -87.6097738741829)"
1989224,MI TOCAYA,MI TOCAYA,2501098,Restaurant,Risk 1 (High),2800 W LOGAN BLVD ,CHICAGO,IL,60647,2/16/2017,License,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED EXPOSED HAND WASHING SINK IN FRONT PREP/BAR AREA DRAINING SLOW. MUST REPAIR AND MAINTAIN.
ADDITIONAL STOPPERS NEEDED AT THE 3-COMPARTMENT SINK. MUST PROVIDE AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED OPENINGS INTO WALL AND PLASTIC COVER IN BASEMENT DRY STORAGE ROOM. MUST SEAL OPENING REMOVE PLASTIC AND MAKE WALLS SMOOTH AND EASILY CLEANABLE SURFACES.",41.92857498,-87.69757835,"(41.928574981125955, -87.6975783536939)"
1989220,EAST SIDE TAVERNA & PIZZARIA,EAST SIDE TAVERNA & PIZZARIA,2464780,Restaurant,Risk 3 (Low),201 E WALTON ST ,CHICAGO,IL,60611,2/16/2017,License,Pass,,41.89993648,-87.62180245,"(41.899936475960715, -87.62180244533546)"
1989230,PARK TO SHOP SUPERMARKET,PARK TO SHOP SUPERMARKET,2451467,Grocery Store,Risk 1 (High),2425 S WALLACE ST ,CHICAGO,IL,60616,2/16/2017,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED OVER 80 MICE DROPPINGS SCATTERED ON FLOOR UNDER STORAGE RACKS, ALONG WALLBASE, IN BETWEEN AND ON PALLETS OF LARGE DRY FOOD STORAGE/STOCK AREA AT REAR. MUST REMOVE DROPPINGS CLEAN/SANITIZE AFFECTED AREAS. SERIOUS VIOLATION 7-38-020.    | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE UNNECESSARY ARTICLES, CLUTTER IN THE FORM OF RACKS,SHELVING IN CORNER BY WALK-IN COOLER #7 AND STORAGE RACKS AT REAR OF DRY FOOD STORAGE/STOCK AREA TO PREVENT RODENT HARBORAGE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM OF REACH IN DISPLAY COOLERS ON SALES FLOOR OF PAPER  
TAGS AND DEBRIS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAK AT HANDLE OF URINAL IN MEN'S/STAFF WASHROOM.",41.84858748,-87.6417838,"(41.848587480306236, -87.64178380444802)"
1989227,KIN SUSHI & THAI CUISINE,KIN SUSHI & THAI CUISINE,2511774,Restaurant,Risk 1 (High),1132 N MILWAUKEE AVE ,CHICAGO,IL,60642,2/16/2017,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS IN THE CORNERS AND THE FLOOR DRAIN IN THE FRONT PREP AREA(SUSHI BAR) NEEDS DETAIL CLEANING TO REMOVE DEBRIS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A LEAK AT THE BASE OF THE FAUCET AT THE 3 COMPARTMENT SINK. MUST REPAIR AND MAINTAIN.",41.90222674,-87.66494547,"(41.9022267390948, -87.66494546765999)"
1989223,TINY GIANTS EARLY LEARNING CENTER,TINY GIANTS EARLY LEARNING CENTER,2464707,Children's Services Facility,Risk 1 (High),4421 N CLARK ST ,CHICAGO,IL,60640,2/16/2017,License,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OUTER OPENINGS NOT PROTECTED. WALL FAN LEADING TO THE OUTDOORS UNSCREENED AND NOT INSECT PROOFED. MUST PROVIDE A MESH SCREEN FOR THE WALL FAN. ",41.96230611,-87.66595072,"(41.962306107135845, -87.66595071583241)"
1989218,EAST SIDE TAVERNA & PIZZARIA,EAST SIDE TAVERNA & PIZZARIA,2464779,Restaurant,Risk 1 (High),201 E WALTON ST ,CHICAGO,IL,60611,2/16/2017,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RAW WOOD PANEL ABOVE STEAM TABLE, INSTRUCTED TO SEAL.",41.89993648,-87.62180245,"(41.899936475960715, -87.62180244533546)"
1989225,7-ELEVEN #33835H,7-ELEVEN #33835H,2501513,Grocery Store,Risk 2 (Medium),2710 N LINCOLN AVE ,CHICAGO,IL,60614,2/16/2017,License,Fail,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED BROKEN DOOR GASKET ON REAR DOOR OF THE WALK IN BEVERAGE COOLER. CONTACT SURFACES AROUND COFFEE STATION NOT CLEAN, SPILLED MILK PRESENT. DISCONTINUE USE OF CRATES AS STORAGE RACKS. INSTRUCTED TO REPAIR GASKET, DETAIL CLEAN SURFACE AND PROVIDE PROPER RACKS FOR STORING ITEMS AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS THROUGHOUT REAR STORAGE AREA NOT CLEAN. DIRT, FOOD DEBRIS AND DUST PRESENT. FLOOR DRAIN BEHIND FRONT COUNTER NOT CLEAN. ALSO, MISSING FLOOR TILES UNDER HEAVY EQUIPMENT BEHIND FRONT COUNTER. INSTRUCTED TO DETAIL CLEAN AND REPAIR FLOORS, AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED CEILING TILES IN THE REAR DRY STORAGE AREA STAINED AND DAMAGED. ALSO, CEILING VENTS THROUGHOUT THE PREMISES HAVE EXCESSIVE DUST ACCUMULATION PRESENT. INSTRUCTED TO REPAIR TILES, AND DETAIL CLEAN ALL CEILING VENTS AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED INTERIOR SURFACE OF THE 2-DOOR FREEZER IN THE REAR NOT CLEAN, FOOD DEBRIS PRESENT. ALSO, CLEAN INTERIOR OF CABINETS BEHIND FRONT COUNTER. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED LIGHT SHIELDS THROUGHOUT PREMISES WITH UNKNOWN DEBRIS INSIDE. ALSO, BURNED OUT LIGHT IN REAR ABOVE COMPUTER DESK. INSTRUCTED DETAIL CLEAN LIGHT SHIELDS, INSTALL WORKING LIGHT BULB AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED VENTILATION FAN IN STAFF TOILET ROOM NOT WORKING. INSTRUCTED TO REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED EXCESSIVE CLUTTER THROUGHOUT REAR STORAGE AREA. DISCARD ITEMS NOT BEING USED, ELEVATE ITEMS 6' OFF FLOORS TO PREVENT RODENT HARBORAGE AND MAINTAIN. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: NO EXPOSED HAND SINK IN REAR, ONLY 3-COMPARTMENT SINK PRESENT. MUST INSTALL EXPOSED HAND SINK IN REAR WITH HOT AND COLD RUNNING WATER, ALONG WITH SOAP AND PAPER TOWELS. CRITICAL VIOLATION 7-38-030",41.93089694,-87.65659815,"(41.930896938615504, -87.65659815100933)"
1983172,LAWRENCE'S FISH & SHRIMP,LAWRENCE'S FISH & SHRIMP,2496691,Restaurant,Risk 1 (High),3242 W 87TH ST ,CHICAGO,IL,60652,2/15/2017,License,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO BACKFLOW PREVENTION DEVICE FOR HOSE CONNECTION, USE OF WATER HOSE PROHIBITED IN THE ABSENCE OF AN AIR GAP.",41.73527725,-87.70330473,"(41.73527725384458, -87.70330473284825)"
1989215,SPRINGHILL SUITES BY MARRIOTT,SPRINGHILL SUITES BY MARRIOTT (LOBBY),1142132,Restaurant,Risk 2 (Medium),8101 W HIGGINS RD ,CHICAGO,IL,60631,2/16/2017,Complaint Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation corrected. New door sweeps have been installed and all doors are now tight fitting. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Violation corrected. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Violation corrected.",41.98531807,-87.82981838,"(41.98531807250436, -87.82981837555997)"
1989216,DISNEY II,DISNEY II MAGNET,26921,School,Risk 1 (High),3815 N Kedvale (4134W) ,CHICAGO,IL,60641,2/16/2017,Canvass Re-Inspection,Pass,"26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: WASHROOMS FOR BOYS,GIRLS, AND STAFF  ON THE NORTH SIDE OF THE BUILDING HAS HOT RUNNING WATER NOW. VIOLATION CORRECED AND ABATED. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATION IS NOW CORRECTED AND ABATED. #35-ALL VENT IN BOYS RESTROOMS 2ND AND 3RD FLOOR ARE NOW MAINTAINED WITH A COVER.",41.95048055,-87.73060545,"(41.9504805530619, -87.73060545056252)"
1983209,SOUP BARZ,SOUP BARZ,2511871,Restaurant,Risk 1 (High),133 N WELLS ST ,,IL,,2/16/2017,License,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Found ventilation in restrooms not functioning properly. Instructed to repair and maintain same.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Found potting soil on floor in mechanical closet in rear hallway. Must remove, clean and maintain same. ",41.88406738,-87.63373558,"(41.88406738126699, -87.63373557888185)"
1983210,7-Eleven,7-Eleven,21286,Grocery Store,Risk 2 (Medium),6057 S KEDZIE AVE ,CHICAGO,IL,60629,2/16/2017,Complaint,Fail,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: TOILET FACILITIES FOR EMPLOYEES IN POOR REPAIR, UNABLE TO UTILIZE TOILET DUE TO PLIMBING ISSUES ON SITE. INSTD TO PROVIDE ADEQUATE TOILET FACILITIES UNDER CITY PRESSURE AT ALL TIMES. CRITICAL VIOLATION 7-38-030 CRITICAL. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: WALK IN COOLER FLOOR NOT CLEAN, EXCESSIVE DEBRIS UNDER AND BEHIND RACKS AND ALONG WALLBASE. INSTD TO CLEAN AND MAINTAIN. FLOOR IN REAR IN POOR REPAIR DUE TO REPAIRS BEING MADE TO PLUMBING. INSTD TO HAVE FLOOR SMOOTH, EVEN, EASILY CLEANABLE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALK IN COOLERS WALLS AND CEILING NOT CLEAN, DUST, DEBRIS. INSTD TO CLEAN SAME AND MAINTAIN. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA NOT CLEAN OR MAINTAINED, EXCESSIVE DEBRIS, GARBAGE ON SURROUNDING GROUND. INSTD TO CLEAN AND MAINTAIN AREA. SERIOUS VIOLATION 7-38-020 SERIOUS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: FOUL ODOR NOTED ON SITE. INSTD TO REMOVE FOUL ODORS.",41.78275257,-87.70310189,"(41.78275257014254, -87.70310188982967)"
